property_id,date,event_type,severity,damage_value
PROP_00903,2021-05-25,Storm,Minor,689350
PROP_00909,2021-05-25,Flood,Minor,2905479
PROP_00910,2021-05-25,Storm,Moderate,158160
PROP_00919,2021-05-25,Flood,Moderate,1302519
PROP_00922,2021-05-25,Flood,Minor,591762
PROP_00927,2021-05-25,Hail,Moderate,588586
PROP_00938,2021-05-25,Flood,Moderate,1890919
PROP_00963,2021-05-25,Storm,Moderate,1192442
PROP_00968,2021-05-25,Flood,Moderate,1437329
PROP_00988,2021-05-25,Storm,Minor,180410
PROP_00992,2021-05-25,Storm,Minor,961807
PROP_00021,2021-06-24,Hail,Minor,3771097
PROP_00090,2021-06-24,Storm,Minor,1636763
PROP_00132,2021-06-24,Flood,Minor,638440
PROP_00138,2021-06-24,Flood,Minor,4477612
PROP_00190,2021-06-24,Storm,Minor,2685184
PROP_00275,2021-06-24,Flood,Minor,1570755
PROP_00345,2021-06-24,Storm,Severe,1655103
PROP_00372,2021-06-24,Flood,Severe,59256
PROP_00389,2021-06-24,Flood,Minor,6510968
PROP_00451,2021-06-24,Flood,Moderate,1749555
PROP_00539,2021-06-24,Hail,Moderate,1306795
PROP_00558,2021-06-24,Storm,Moderate,2290694
PROP_00699,2021-06-24,Flood,Minor,1117991
PROP_00700,2021-06-24,Storm,Minor,762028
PROP_00821,2021-06-24,Storm,Minor,700041
PROP_00846,2021-06-24,Storm,Minor,2925541
PROP_00848,2021-06-24,Storm,Moderate,1445633
PROP_00853,2021-06-24,Flood,Minor,1958600
PROP_00854,2021-06-24,Flood,Minor,559442
PROP_00952,2021-06-24,Flood,Severe,426776
PROP_00025,2021-07-24,Hail,Minor,1800270
PROP_00165,2021-07-24,Flood,Moderate,2390606
PROP_00300,2021-07-24,Flood,Severe,372094
PROP_00400,2021-07-24,Flood,Moderate,2352228
PROP_00402,2021-07-24,Flood,Minor,1167293
PROP_00442,2021-07-24,Storm,Moderate,1637540
PROP_00487,2021-07-24,Hail,Moderate,4190497
PROP_00491,2021-07-24,Flood,Severe,1531355
PROP_00560,2021-07-24,Flood,Moderate,664290
PROP_00626,2021-07-24,Flood,Moderate,431188
PROP_00680,2021-07-24,Hail,Severe,2633677
PROP_00846,2021-07-24,Storm,Minor,970199
PROP_00976,2021-07-24,Storm,Minor,2242008
PROP_00115,2021-08-23,Storm,Moderate,2843752
PROP_00164,2021-08-23,Flood,Moderate,2870627
PROP_00206,2021-08-23,Hail,Moderate,654304
PROP_00253,2021-08-23,Flood,Moderate,1966996
PROP_00270,2021-08-23,Storm,Severe,3119215
PROP_00349,2021-08-23,Flood,Minor,1937344
PROP_00379,2021-08-23,Flood,Minor,629357
PROP_00512,2021-08-23,Storm,Moderate,550729
PROP_00658,2021-08-23,Storm,Minor,1569134
PROP_00670,2021-08-23,Storm,Moderate,52837
PROP_00683,2021-08-23,Hail,Minor,1863026
PROP_00709,2021-08-23,Flood,Minor,5130553
PROP_00781,2021-08-23,Storm,Minor,4523224
PROP_00795,2021-08-23,Flood,Moderate,130025
PROP_00880,2021-08-23,Storm,Minor,3324117
PROP_00888,2021-08-23,Flood,Minor,181558
PROP_00923,2021-08-23,Storm,Moderate,170626
PROP_00979,2021-08-23,Flood,Minor,471623
PROP_00033,2021-09-22,Hail,Minor,1393928
PROP_00050,2021-09-22,Storm,Severe,2126809
PROP_00057,2021-09-22,Storm,Severe,893537
PROP_00095,2021-09-22,Flood,Severe,1226911
PROP_00110,2021-09-22,Hail,Moderate,462456
PROP_00131,2021-09-22,Storm,Minor,1011884
PROP_00176,2021-09-22,Flood,Severe,656733
PROP_00178,2021-09-22,Storm,Moderate,1303483
PROP_00187,2021-09-22,Flood,Severe,8395001
PROP_00285,2021-09-22,Hail,Severe,673777
PROP_00289,2021-09-22,Flood,Minor,1182168
PROP_00296,2021-09-22,Storm,Severe,467488
PROP_00397,2021-09-22,Hail,Moderate,360236
PROP_00499,2021-09-22,Flood,Minor,873488
PROP_00519,2021-09-22,Flood,Moderate,262052
PROP_00522,2021-09-22,Flood,Moderate,1792823
PROP_00764,2021-09-22,Storm,Minor,5206736
PROP_00776,2021-09-22,Hail,Minor,3455622
PROP_00829,2021-09-22,Storm,Moderate,542364
PROP_00943,2021-09-22,Flood,Minor,1949899
PROP_00994,2021-09-22,Flood,Minor,680735
PROP_00006,2021-10-22,Hail,Moderate,2733031
PROP_00011,2021-10-22,Hail,Minor,198916
PROP_00023,2021-10-22,Hail,Minor,1891201
PROP_00029,2021-10-22,Storm,Severe,185684
PROP_00030,2021-10-22,Flood,Minor,2510552
PROP_00040,2021-10-22,Flood,Minor,847855
PROP_00051,2021-10-22,Storm,Minor,1257563
PROP_00053,2021-10-22,Flood,Minor,406945
PROP_00063,2021-10-22,Hail,Minor,1649994
PROP_00066,2021-10-22,Flood,Moderate,693613
PROP_00068,2021-10-22,Hail,Moderate,1555913
PROP_00073,2021-10-22,Storm,Minor,1507159
PROP_00074,2021-10-22,Storm,Minor,851108
PROP_00080,2021-10-22,Flood,Minor,1227966
PROP_00082,2021-10-22,Flood,Minor,2920942
PROP_00088,2021-10-22,Hail,Minor,3586735
PROP_00112,2021-10-22,Storm,Minor,250268
PROP_00114,2021-10-22,Flood,Moderate,1093739
PROP_00115,2021-10-22,Flood,Moderate,3152278
PROP_00128,2021-10-22,Hail,Minor,659968
PROP_00140,2021-10-22,Flood,Minor,3783965
PROP_00141,2021-10-22,Hail,Minor,993993
PROP_00156,2021-10-22,Flood,Moderate,1197580
PROP_00160,2021-10-22,Storm,Minor,1986589
PROP_00198,2021-10-22,Hail,Moderate,2165986
PROP_00218,2021-10-22,Flood,Severe,1015909
PROP_00224,2021-10-22,Flood,Severe,3697485
PROP_00232,2021-10-22,Hail,Moderate,662844
PROP_00235,2021-10-22,Hail,Minor,5167185
PROP_00239,2021-10-22,Storm,Minor,1958802
PROP_00242,2021-10-22,Hail,Moderate,1740876
PROP_00279,2021-10-22,Hail,Minor,1262408
PROP_00283,2021-10-22,Storm,Minor,5103220
PROP_00290,2021-10-22,Flood,Minor,1860238
PROP_00311,2021-10-22,Flood,Minor,2293460
PROP_00320,2021-10-22,Flood,Minor,1867053
PROP_00326,2021-10-22,Storm,Minor,739477
PROP_00330,2021-10-22,Flood,Minor,819470
PROP_00333,2021-10-22,Flood,Moderate,651905
PROP_00334,2021-10-22,Hail,Minor,809958
PROP_00337,2021-10-22,Flood,Minor,4198308
PROP_00350,2021-10-22,Hail,Minor,1481363
PROP_00369,2021-10-22,Flood,Minor,1004384
PROP_00374,2021-10-22,Flood,Minor,1504491
PROP_00377,2021-10-22,Hail,Minor,4589778
PROP_00380,2021-10-22,Storm,Minor,1571764
PROP_00410,2021-10-22,Storm,Minor,3325516
PROP_00419,2021-10-22,Flood,Minor,1178746
PROP_00424,2021-10-22,Storm,Severe,1157743
PROP_00426,2021-10-22,Flood,Severe,641519
PROP_00428,2021-10-22,Flood,Minor,985671
PROP_00435,2021-10-22,Hail,Minor,1801149
PROP_00487,2021-10-22,Flood,Severe,2551975
PROP_00492,2021-10-22,Flood,Moderate,2353583
PROP_00495,2021-10-22,Hail,Minor,129213
PROP_00508,2021-10-22,Flood,Severe,1683165
PROP_00510,2021-10-22,Hail,Minor,198585
PROP_00513,2021-10-22,Storm,Minor,1605395
PROP_00519,2021-10-22,Storm,Severe,271328
PROP_00524,2021-10-22,Flood,Severe,1410265
PROP_00538,2021-10-22,Flood,Minor,3491920
PROP_00541,2021-10-22,Storm,Moderate,352289
PROP_00542,2021-10-22,Storm,Moderate,1411456
PROP_00544,2021-10-22,Flood,Moderate,727193
PROP_00555,2021-10-22,Hail,Severe,1001418
PROP_00567,2021-10-22,Flood,Severe,86640
PROP_00574,2021-10-22,Storm,Minor,1633832
PROP_00577,2021-10-22,Hail,Severe,469518
PROP_00631,2021-10-22,Flood,Minor,66691
PROP_00649,2021-10-22,Flood,Severe,1599240
PROP_00651,2021-10-22,Flood,Minor,1313874
PROP_00658,2021-10-22,Flood,Moderate,270040
PROP_00661,2021-10-22,Flood,Minor,1355532
PROP_00662,2021-10-22,Storm,Minor,185325
PROP_00672,2021-10-22,Flood,Minor,2909503
PROP_00699,2021-10-22,Storm,Moderate,812426
PROP_00708,2021-10-22,Storm,Minor,4124009
PROP_00712,2021-10-22,Storm,Moderate,1225465
PROP_00713,2021-10-22,Flood,Minor,177903
PROP_00720,2021-10-22,Hail,Minor,335049
PROP_00723,2021-10-22,Flood,Minor,2005633
PROP_00726,2021-10-22,Flood,Severe,1884387
PROP_00735,2021-10-22,Storm,Moderate,962366
PROP_00755,2021-10-22,Flood,Severe,544718
PROP_00766,2021-10-22,Storm,Minor,3913925
PROP_00773,2021-10-22,Flood,Moderate,3081669
PROP_00791,2021-10-22,Flood,Moderate,2018747
PROP_00799,2021-10-22,Storm,Minor,2691094
PROP_00809,2021-10-22,Hail,Minor,175906
PROP_00822,2021-10-22,Flood,Moderate,1692111
PROP_00848,2021-10-22,Storm,Minor,2910473
PROP_00862,2021-10-22,Storm,Severe,2050063
PROP_00878,2021-10-22,Storm,Minor,1434087
PROP_00900,2021-10-22,Storm,Moderate,2571109
PROP_00903,2021-10-22,Hail,Moderate,935708
PROP_00923,2021-10-22,Flood,Minor,2634857
PROP_00930,2021-10-22,Storm,Severe,789102
PROP_00970,2021-10-22,Storm,Minor,290979
PROP_00973,2021-10-22,Hail,Minor,3263856
PROP_00995,2021-10-22,Storm,Severe,1678589
PROP_00006,2021-11-21,Hail,Minor,1031756
PROP_00008,2021-11-21,Storm,Moderate,983149
PROP_00011,2021-11-21,Storm,Moderate,2508106
PROP_00019,2021-11-21,Flood,Minor,293676
PROP_00033,2021-11-21,Storm,Severe,1412656
PROP_00034,2021-11-21,Flood,Moderate,715407
PROP_00045,2021-11-21,Flood,Moderate,158846
PROP_00047,2021-11-21,Storm,Severe,2231215
PROP_00051,2021-11-21,Hail,Severe,2695529
PROP_00058,2021-11-21,Hail,Minor,1237750
PROP_00063,2021-11-21,Storm,Minor,4172375
PROP_00089,2021-11-21,Storm,Minor,305071
PROP_00112,2021-11-21,Hail,Moderate,1533983
PROP_00119,2021-11-21,Flood,Minor,1215114
PROP_00129,2021-11-21,Storm,Minor,668860
PROP_00136,2021-11-21,Flood,Severe,1344064
PROP_00150,2021-11-21,Flood,Minor,527450
PROP_00169,2021-11-21,Storm,Severe,720634
PROP_00174,2021-11-21,Storm,Minor,831861
PROP_00179,2021-11-21,Flood,Moderate,1780448
PROP_00181,2021-11-21,Hail,Minor,1335209
PROP_00184,2021-11-21,Flood,Moderate,353985
PROP_00190,2021-11-21,Flood,Minor,4526826
PROP_00201,2021-11-21,Storm,Moderate,652428
PROP_00233,2021-11-21,Flood,Minor,3121757
PROP_00253,2021-11-21,Storm,Moderate,848986
PROP_00256,2021-11-21,Hail,Minor,1042633
PROP_00259,2021-11-21,Flood,Severe,371334
PROP_00264,2021-11-21,Flood,Severe,1957707
PROP_00266,2021-11-21,Flood,Minor,1312584
PROP_00276,2021-11-21,Hail,Minor,454499
PROP_00296,2021-11-21,Storm,Minor,248755
PROP_00299,2021-11-21,Flood,Severe,1312499
PROP_00311,2021-11-21,Storm,Minor,1580825
PROP_00324,2021-11-21,Hail,Minor,2874511
PROP_00332,2021-11-21,Storm,Minor,1366604
PROP_00337,2021-11-21,Hail,Moderate,272030
PROP_00354,2021-11-21,Flood,Minor,1650518
PROP_00362,2021-11-21,Flood,Moderate,1517524
PROP_00365,2021-11-21,Flood,Minor,1319145
PROP_00371,2021-11-21,Storm,Minor,660835
PROP_00374,2021-11-21,Flood,Moderate,1264186
PROP_00384,2021-11-21,Flood,Moderate,4350186
PROP_00386,2021-11-21,Flood,Moderate,508601
PROP_00395,2021-11-21,Hail,Moderate,3444565
PROP_00397,2021-11-21,Flood,Severe,843406
PROP_00403,2021-11-21,Hail,Severe,127993
PROP_00408,2021-11-21,Flood,Severe,3311904
PROP_00410,2021-11-21,Storm,Minor,1855805
PROP_00428,2021-11-21,Hail,Minor,973804
PROP_00433,2021-11-21,Storm,Minor,1251828
PROP_00448,2021-11-21,Storm,Minor,2915925
PROP_00450,2021-11-21,Flood,Moderate,99180
PROP_00463,2021-11-21,Flood,Moderate,2282262
PROP_00464,2021-11-21,Storm,Severe,960996
PROP_00468,2021-11-21,Flood,Minor,1825864
PROP_00476,2021-11-21,Flood,Minor,1136104
PROP_00480,2021-11-21,Flood,Minor,522757
PROP_00489,2021-11-21,Flood,Moderate,1468295
PROP_00491,2021-11-21,Flood,Minor,1262836
PROP_00497,2021-11-21,Storm,Minor,1174150
PROP_00500,2021-11-21,Flood,Minor,1291150
PROP_00507,2021-11-21,Flood,Minor,1141207
PROP_00520,2021-11-21,Flood,Moderate,1880873
PROP_00522,2021-11-21,Flood,Moderate,1669360
PROP_00526,2021-11-21,Flood,Severe,994553
PROP_00548,2021-11-21,Flood,Minor,3173622
PROP_00566,2021-11-21,Storm,Minor,814660
PROP_00569,2021-11-21,Flood,Minor,203227
PROP_00593,2021-11-21,Flood,Minor,753334
PROP_00614,2021-11-21,Flood,Minor,1964265
PROP_00616,2021-11-21,Hail,Moderate,988298
PROP_00633,2021-11-21,Flood,Minor,3510806
PROP_00655,2021-11-21,Flood,Minor,692443
PROP_00662,2021-11-21,Flood,Moderate,731037
PROP_00667,2021-11-21,Hail,Moderate,383059
PROP_00671,2021-11-21,Hail,Minor,187408
PROP_00678,2021-11-21,Storm,Severe,1310155
PROP_00704,2021-11-21,Hail,Minor,888430
PROP_00713,2021-11-21,Flood,Severe,849908
PROP_00719,2021-11-21,Flood,Severe,656284
PROP_00725,2021-11-21,Storm,Minor,2566947
PROP_00726,2021-11-21,Flood,Minor,1392870
PROP_00735,2021-11-21,Hail,Severe,2100697
PROP_00736,2021-11-21,Storm,Minor,766724
PROP_00754,2021-11-21,Hail,Minor,1005397
PROP_00756,2021-11-21,Storm,Minor,1809173
PROP_00758,2021-11-21,Hail,Minor,2630960
PROP_00789,2021-11-21,Flood,Minor,2175506
PROP_00790,2021-11-21,Flood,Minor,2043826
PROP_00806,2021-11-21,Hail,Moderate,2387712
PROP_00808,2021-11-21,Flood,Minor,1146438
PROP_00809,2021-11-21,Flood,Moderate,511299
PROP_00816,2021-11-21,Flood,Minor,1003640
PROP_00822,2021-11-21,Flood,Moderate,143946
PROP_00832,2021-11-21,Flood,Moderate,886017
PROP_00837,2021-11-21,Storm,Moderate,1388614
PROP_00840,2021-11-21,Storm,Minor,2615883
PROP_00857,2021-11-21,Storm,Minor,173490
PROP_00859,2021-11-21,Hail,Minor,4047240
PROP_00864,2021-11-21,Flood,Moderate,492805
PROP_00876,2021-11-21,Flood,Severe,1066278
PROP_00884,2021-11-21,Flood,Minor,1734136
PROP_00892,2021-11-21,Flood,Moderate,588322
PROP_00894,2021-11-21,Flood,Moderate,928418
PROP_00898,2021-11-21,Hail,Minor,647600
PROP_00899,2021-11-21,Storm,Moderate,1143138
PROP_00909,2021-11-21,Flood,Severe,2305169
PROP_00915,2021-11-21,Storm,Minor,424901
PROP_00947,2021-11-21,Hail,Severe,1205086
PROP_00950,2021-11-21,Flood,Severe,1548790
PROP_00951,2021-11-21,Storm,Minor,3239172
PROP_00957,2021-11-21,Storm,Moderate,1770260
PROP_00968,2021-11-21,Hail,Minor,1070835
PROP_00985,2021-11-21,Flood,Moderate,1518328
PROP_00993,2021-11-21,Hail,Moderate,775180
PROP_00005,2021-12-21,Storm,Moderate,1493319
PROP_00006,2021-12-21,Storm,Minor,1954509
PROP_00012,2021-12-21,Storm,Minor,261019
PROP_00025,2021-12-21,Flood,Moderate,2034279
PROP_00032,2021-12-21,Storm,Moderate,1415898
PROP_00033,2021-12-21,Flood,Severe,497705
PROP_00041,2021-12-21,Flood,Severe,1705483
PROP_00042,2021-12-21,Hail,Moderate,1826582
PROP_00058,2021-12-21,Hail,Minor,155835
PROP_00066,2021-12-21,Hail,Minor,827428
PROP_00067,2021-12-21,Hail,Minor,775931
PROP_00068,2021-12-21,Storm,Moderate,1786941
PROP_00075,2021-12-21,Flood,Severe,2305331
PROP_00105,2021-12-21,Flood,Minor,1804394
PROP_00110,2021-12-21,Storm,Minor,672887
PROP_00113,2021-12-21,Storm,Moderate,1619714
PROP_00133,2021-12-21,Hail,Minor,5760518
PROP_00138,2021-12-21,Flood,Moderate,3891258
PROP_00143,2021-12-21,Storm,Minor,2111913
PROP_00151,2021-12-21,Flood,Severe,923522
PROP_00161,2021-12-21,Hail,Minor,134680
PROP_00183,2021-12-21,Storm,Moderate,1545867
PROP_00202,2021-12-21,Flood,Minor,551627
PROP_00228,2021-12-21,Storm,Moderate,2765249
PROP_00234,2021-12-21,Hail,Minor,1087183
PROP_00237,2021-12-21,Flood,Minor,1406176
PROP_00243,2021-12-21,Hail,Severe,977536
PROP_00263,2021-12-21,Storm,Minor,1506640
PROP_00271,2021-12-21,Storm,Minor,131245
PROP_00284,2021-12-21,Hail,Severe,1099363
PROP_00285,2021-12-21,Storm,Minor,69902
PROP_00309,2021-12-21,Storm,Minor,1351056
PROP_00313,2021-12-21,Storm,Moderate,563105
PROP_00348,2021-12-21,Flood,Minor,2150829
PROP_00367,2021-12-21,Hail,Minor,1069910
PROP_00371,2021-12-21,Storm,Moderate,755648
PROP_00381,2021-12-21,Flood,Minor,3202562
PROP_00385,2021-12-21,Flood,Minor,238723
PROP_00388,2021-12-21,Storm,Moderate,7791575
PROP_00390,2021-12-21,Flood,Minor,1653245
PROP_00412,2021-12-21,Flood,Severe,572069
PROP_00414,2021-12-21,Hail,Minor,443347
PROP_00435,2021-12-21,Hail,Moderate,2609661
PROP_00443,2021-12-21,Storm,Moderate,1158954
PROP_00455,2021-12-21,Hail,Moderate,1511267
PROP_00469,2021-12-21,Storm,Severe,633068
PROP_00470,2021-12-21,Flood,Severe,1897309
PROP_00474,2021-12-21,Hail,Minor,1483198
PROP_00481,2021-12-21,Flood,Minor,3182627
PROP_00488,2021-12-21,Storm,Severe,736913
PROP_00498,2021-12-21,Storm,Minor,276355
PROP_00511,2021-12-21,Flood,Minor,3783002
PROP_00534,2021-12-21,Flood,Moderate,2142023
PROP_00535,2021-12-21,Storm,Severe,516820
PROP_00537,2021-12-21,Flood,Minor,259257
PROP_00551,2021-12-21,Storm,Minor,2860258
PROP_00571,2021-12-21,Storm,Severe,858465
PROP_00580,2021-12-21,Flood,Moderate,1290002
PROP_00586,2021-12-21,Flood,Moderate,2070548
PROP_00595,2021-12-21,Storm,Minor,1492305
PROP_00601,2021-12-21,Flood,Moderate,1325153
PROP_00604,2021-12-21,Storm,Moderate,992653
PROP_00610,2021-12-21,Storm,Severe,2258003
PROP_00617,2021-12-21,Hail,Severe,2437990
PROP_00618,2021-12-21,Hail,Minor,1729455
PROP_00622,2021-12-21,Storm,Moderate,3592858
PROP_00625,2021-12-21,Storm,Minor,184890
PROP_00635,2021-12-21,Storm,Moderate,1524373
PROP_00644,2021-12-21,Flood,Moderate,2890130
PROP_00647,2021-12-21,Hail,Severe,1218794
PROP_00649,2021-12-21,Flood,Severe,1497266
PROP_00655,2021-12-21,Hail,Moderate,384131
PROP_00670,2021-12-21,Storm,Severe,321240
PROP_00678,2021-12-21,Storm,Minor,1971036
PROP_00692,2021-12-21,Storm,Minor,642377
PROP_00693,2021-12-21,Hail,Minor,306746
PROP_00698,2021-12-21,Storm,Severe,2541748
PROP_00705,2021-12-21,Hail,Moderate,3052087
PROP_00721,2021-12-21,Storm,Minor,387011
PROP_00733,2021-12-21,Hail,Minor,2194403
PROP_00737,2021-12-21,Storm,Minor,863690
PROP_00748,2021-12-21,Flood,Severe,557418
PROP_00750,2021-12-21,Hail,Severe,735324
PROP_00751,2021-12-21,Storm,Moderate,2107002
PROP_00772,2021-12-21,Storm,Minor,504627
PROP_00773,2021-12-21,Flood,Moderate,3484360
PROP_00778,2021-12-21,Flood,Moderate,658324
PROP_00798,2021-12-21,Storm,Severe,1696033
PROP_00828,2021-12-21,Storm,Moderate,945774
PROP_00837,2021-12-21,Flood,Minor,618593
PROP_00838,2021-12-21,Hail,Moderate,3295285
PROP_00840,2021-12-21,Hail,Minor,2244460
PROP_00851,2021-12-21,Flood,Severe,3417336
PROP_00864,2021-12-21,Storm,Moderate,397198
PROP_00872,2021-12-21,Hail,Moderate,1321062
PROP_00876,2021-12-21,Flood,Severe,691716
PROP_00880,2021-12-21,Flood,Moderate,531331
PROP_00882,2021-12-21,Storm,Severe,2588287
PROP_00883,2021-12-21,Flood,Moderate,159404
PROP_00890,2021-12-21,Flood,Moderate,3447372
PROP_00909,2021-12-21,Flood,Severe,2620776
PROP_00910,2021-12-21,Flood,Moderate,1824425
PROP_00922,2021-12-21,Storm,Moderate,1515177
PROP_00927,2021-12-21,Storm,Minor,178374
PROP_00929,2021-12-21,Flood,Severe,2510263
PROP_00932,2021-12-21,Storm,Severe,260474
PROP_00939,2021-12-21,Flood,Moderate,5586892
PROP_00940,2021-12-21,Storm,Moderate,265117
PROP_00942,2021-12-21,Flood,Severe,2443763
PROP_00951,2021-12-21,Flood,Minor,347389
PROP_00977,2021-12-21,Flood,Minor,1873861
PROP_00981,2021-12-21,Flood,Minor,927101
PROP_00002,2022-01-20,Flood,Moderate,1271633
PROP_00006,2022-01-20,Flood,Moderate,2338171
PROP_00048,2022-01-20,Flood,Minor,255233
PROP_00086,2022-01-20,Flood,Moderate,439897
PROP_00110,2022-01-20,Flood,Minor,680732
PROP_00154,2022-01-20,Hail,Minor,1051639
PROP_00170,2022-01-20,Storm,Severe,2047461
PROP_00185,2022-01-20,Storm,Moderate,700773
PROP_00250,2022-01-20,Flood,Moderate,1519455
PROP_00345,2022-01-20,Storm,Minor,192920
PROP_00371,2022-01-20,Flood,Minor,821711
PROP_00375,2022-01-20,Flood,Severe,1368652
PROP_00381,2022-01-20,Flood,Minor,916117
PROP_00418,2022-01-20,Hail,Severe,6494268
PROP_00439,2022-01-20,Hail,Severe,874556
PROP_00484,2022-01-20,Storm,Minor,1249024
PROP_00497,2022-01-20,Hail,Moderate,158942
PROP_00501,2022-01-20,Flood,Minor,532877
PROP_00636,2022-01-20,Flood,Minor,408828
PROP_00680,2022-01-20,Storm,Moderate,4527724
PROP_00744,2022-01-20,Hail,Severe,619407
PROP_00765,2022-01-20,Hail,Moderate,2627093
PROP_00779,2022-01-20,Flood,Moderate,1158232
PROP_00783,2022-01-20,Hail,Moderate,895488
PROP_00794,2022-01-20,Flood,Minor,2431523
PROP_00840,2022-01-20,Storm,Moderate,1667969
PROP_00983,2022-01-20,Flood,Minor,975358
PROP_00991,2022-01-20,Hail,Severe,833030
PROP_00239,2022-02-19,Hail,Minor,661712
PROP_00316,2022-02-19,Storm,Minor,2870294
PROP_00341,2022-02-19,Storm,Minor,203570
PROP_00355,2022-02-19,Flood,Severe,689991
PROP_00380,2022-02-19,Flood,Severe,413641
PROP_00481,2022-02-19,Flood,Severe,1769133
PROP_00565,2022-02-19,Flood,Minor,450984
PROP_00588,2022-02-19,Hail,Moderate,1272947
PROP_00703,2022-02-19,Flood,Moderate,1724811
PROP_00739,2022-02-19,Hail,Severe,1476696
PROP_00808,2022-02-19,Flood,Moderate,260976
PROP_00903,2022-02-19,Hail,Minor,1541986
PROP_00905,2022-02-19,Flood,Minor,442276
PROP_00980,2022-02-19,Flood,Minor,288457
PROP_00019,2022-03-21,Flood,Moderate,790604
PROP_00040,2022-03-21,Hail,Moderate,289395
PROP_00048,2022-03-21,Flood,Severe,1030582
PROP_00060,2022-03-21,Hail,Minor,1011393
PROP_00077,2022-03-21,Flood,Moderate,1605983
PROP_00087,2022-03-21,Flood,Minor,650581
PROP_00104,2022-03-21,Flood,Severe,2951618
PROP_00121,2022-03-21,Storm,Moderate,567524
PROP_00134,2022-03-21,Flood,Minor,1551942
PROP_00169,2022-03-21,Storm,Minor,756450
PROP_00173,2022-03-21,Flood,Moderate,305996
PROP_00189,2022-03-21,Flood,Minor,566902
PROP_00196,2022-03-21,Flood,Minor,559353
PROP_00227,2022-03-21,Flood,Minor,985057
PROP_00233,2022-03-21,Flood,Minor,480390
PROP_00244,2022-03-21,Hail,Minor,688796
PROP_00256,2022-03-21,Storm,Moderate,244190
PROP_00287,2022-03-21,Flood,Minor,1981683
PROP_00305,2022-03-21,Flood,Moderate,1481337
PROP_00311,2022-03-21,Storm,Moderate,2799686
PROP_00356,2022-03-21,Hail,Minor,5390408
PROP_00364,2022-03-21,Storm,Minor,346178
PROP_00372,2022-03-21,Storm,Severe,1067880
PROP_00383,2022-03-21,Storm,Severe,711158
PROP_00393,2022-03-21,Hail,Minor,351586
PROP_00401,2022-03-21,Flood,Severe,776494
PROP_00410,2022-03-21,Flood,Minor,1816994
PROP_00418,2022-03-21,Flood,Minor,6918129
PROP_00422,2022-03-21,Flood,Moderate,583301
PROP_00438,2022-03-21,Flood,Minor,194843
PROP_00440,2022-03-21,Hail,Minor,540364
PROP_00446,2022-03-21,Hail,Minor,1298631
PROP_00451,2022-03-21,Storm,Minor,2011946
PROP_00458,2022-03-21,Storm,Minor,2650472
PROP_00462,2022-03-21,Hail,Severe,618016
PROP_00464,2022-03-21,Storm,Minor,272891
PROP_00473,2022-03-21,Flood,Minor,1601140
PROP_00495,2022-03-21,Hail,Minor,1386850
PROP_00498,2022-03-21,Flood,Severe,736665
PROP_00523,2022-03-21,Hail,Minor,5503378
PROP_00525,2022-03-21,Flood,Minor,836450
PROP_00529,2022-03-21,Hail,Moderate,1367697
PROP_00538,2022-03-21,Hail,Moderate,2154675
PROP_00546,2022-03-21,Flood,Moderate,2118238
PROP_00548,2022-03-21,Hail,Moderate,2207815
PROP_00585,2022-03-21,Hail,Moderate,2319994
PROP_00589,2022-03-21,Storm,Moderate,5562488
PROP_00597,2022-03-21,Flood,Moderate,973000
PROP_00611,2022-03-21,Hail,Severe,2646900
PROP_00617,2022-03-21,Flood,Minor,361220
PROP_00632,2022-03-21,Hail,Severe,253702
PROP_00641,2022-03-21,Storm,Minor,273632
PROP_00658,2022-03-21,Flood,Moderate,2307274
PROP_00664,2022-03-21,Flood,Moderate,1236793
PROP_00665,2022-03-21,Flood,Minor,2545638
PROP_00667,2022-03-21,Storm,Minor,570636
PROP_00668,2022-03-21,Flood,Severe,4294861
PROP_00678,2022-03-21,Hail,Minor,1445519
PROP_00683,2022-03-21,Flood,Moderate,2541549
PROP_00684,2022-03-21,Storm,Minor,2546235
PROP_00693,2022-03-21,Storm,Minor,222417
PROP_00695,2022-03-21,Flood,Minor,4669153
PROP_00698,2022-03-21,Flood,Severe,3063735
PROP_00707,2022-03-21,Storm,Minor,470731
PROP_00712,2022-03-21,Flood,Severe,558276
PROP_00713,2022-03-21,Storm,Minor,756565
PROP_00732,2022-03-21,Flood,Minor,324614
PROP_00738,2022-03-21,Storm,Minor,295382
PROP_00740,2022-03-21,Storm,Moderate,1844058
PROP_00749,2022-03-21,Hail,Minor,1275846
PROP_00774,2022-03-21,Storm,Minor,2211209
PROP_00790,2022-03-21,Flood,Moderate,2297893
PROP_00793,2022-03-21,Storm,Severe,1333677
PROP_00804,2022-03-21,Hail,Severe,2433728
PROP_00815,2022-03-21,Storm,Severe,1499428
PROP_00816,2022-03-21,Hail,Minor,457264
PROP_00825,2022-03-21,Flood,Minor,1552094
PROP_00832,2022-03-21,Hail,Minor,6533011
PROP_00841,2022-03-21,Hail,Minor,3064518
PROP_00869,2022-03-21,Hail,Minor,446294
PROP_00887,2022-03-21,Flood,Moderate,631189
PROP_00888,2022-03-21,Flood,Minor,1070127
PROP_00889,2022-03-21,Storm,Minor,870030
PROP_00892,2022-03-21,Flood,Minor,802535
PROP_00906,2022-03-21,Flood,Minor,1563556
PROP_00943,2022-03-21,Storm,Minor,2768625
PROP_00948,2022-03-21,Flood,Minor,555216
